id,username,date,choix,followers
524312432,mariette94val,1369599219,contre,241659010;1106725483;492969763;214123881;999587480;130626642;256988281;493031776;758032711;494037039;1357804986;492979054;266653766;971862548;459952550;570962113;747890929;197063362;610906968;391539340;554485198;568534007;915287179;514288085;114775729;628126313;988372536;555554262;581070678;312888560;455692100;476098647;129948456;361995292;302906057;493016406;592823197;137370532
1292276934,mandrake3430,1369599217,pour,604704562;557464571;630165516;59509957;63832723;114675553;381184790;1281026822;297874133;30709938;478657425;1315455853;992159581;28666886;187260157;1389542826;301853897;513715474;210370180;574710648;333399010;482001124;43607022;1064244859;1378217570;84204116;1027248156;595866006;114082221;125207364;120007623;50797195;299760936;434837450
117146551,manaufr,1369599215,pour,554843376;50797195;557464571;30709938;1120655828;91534334;59509957;269399115;376786245;40639652;84204116;946392384
478657425,CitoyennEloOoo,1369599215,pour,1292276934;1378217570;370932257;1064244859;827131363;427277574;946392384;604704562;308721132;927946430;854662140;222277722;535518932;299018689;595866006;380841357;522477178;562422413;381184790;84204116;458806722;85575657;494120149;87377688
85898326,Cebolla92,1369599213,neutre,343910079;63832723;5610642
343910079,RomainRossignol,1369599212,neutre,340775394;85898326
=======
117793439,valentin_l,1369599267,neutre,pouceopposable
85575657,Huntynette,1369599265,pour,LeBruitLaFureur;icosium59;CitoyennEloOoo;Maga_Mata;Nniina_;JeanZeid
215058742,plasticarrow,1369599264,pour,pietro_berti
12244992,alexmouchotte,1369599262,pour,SBelbachir;GilKennedy;Messa_chelkia;julienbellver;Ti__Ta;JeanZeid;ChrisMichelFr
366570919,brunosarrodet,1369599260,pour,harphan75;Miawallace888;vincny01;mandrake3430;jeanpare467;pouceopposable;centregaux;BlablaDeGauche;bembelly;olivierdussopt
410093641,thomas087,1369599258,pour,mandrake3430;fredcocharl
421178097,EqualityFairy,1369599255,pour,Larmurerie;pouceopposable;Nicolasudi62
493016406,chrisquette,1369599251,contre,alice13b;Wks_69;sebastienglasso;ABMauger;leclanNS;Bruhlmann;CBrousset;RomainGuyard;fbu_82;AntoineBoyer75;Zorro_justicier;fandetv;luciepaule2275;FranckDebeaud;SGouez;CarretierG;ManifPourTous29;BMpolitics;boite_boite;Lautrec31;AubeActu;jeanpare467;rambaux;StopLeDeclin;simplythe13;tdechampagn;Jamiedu54;champ_pignon;anouchkacohen;mariette94val;MONBONHEUR1;Fromzegulag;FleurianeRose;nathanou;JeandeRobien;jeresiste92;blaemag;pascal44p;Twystsky;CEA055;_politweet;Librevoi;FranDIDIER;mc_1220;ntwolfmother;MmeLenvie;Spidercauchois
19064222,iCanDoItgirl,1369599251,pour,DiesIraes;ludovicbhamon;petaramesh;Maga_Mata;CCalmier;Lewiszche
114073151,AFredo31000,1369599250,pour,Geekin_20;LetemplierLoic;vincny01;Just1M0t;BriceSylvestre1;Zozote_Niki
567891799,piotrmelala,1369599246,contre,RomainRossignol;levelb_;_A_Weiss_;Infrarouge3;aourell29;fbu_82;LaNoctiflore;Diderot12;BJM781
144247696,bebabessay,1369599244,pour,vincny01;ludovicbhamon;JD_de_Kermadec;BrightStar0907;Pierredu19;Pridemap;Patourose;monsieurhug;Do_56;coralie1001;futurswing;Nniina_;ssssandrine;piekowa;BriceSylvestre1
361410207,loliv2809,1369599243,pour,ludovicbhamon;BELLEGO5;harphan75;vincny01;Geekin_20;Romain_FO;mauzemontole;dominiquevin;ssssandrine;pouceopposable;Pridemap;pierrerosellini;adia66
44578635,thierry_c,1369599242,pour,GregLeclerc;JeanZeid;QChillou;pouceopposable;ojim_france;fabricemucci;nanotousch;Gervais_F;east_press_comp;oliviersiou1;olivierdussopt;Jeromeprodhomme;BriceSylvestre1;CharlesHervis;marineturchi;Louis_San;alexaussedat;chantalrebelle;monsieurhug;fabienpaillot;dombouissou;antuan
937738092,pietro_berti,1369599239,pour,mic_hug;ktrinelebreton;plasticarrow;juls_eve;Wks_69;edensissi
7845032,__cyp,1369599239,pour,Larmurerie
610906968,JeandeRobien,1369599239,contre,CBrousset;Bruhlmann;legeremilie1;HAREL22;AntoineBoyer75;Entre2Tours;leclanNS;edensissi;alice13b;robertsoizic;teppdude;BabeWatin;simplythe13;StopLeDeclin;blaemag;boite_boite;Lennyclerck;NiqueTonParent2;Jerem_MD;CarretierG;luciepaule2275;martin76130;MONBONHEUR1;TheOccitan;mariette94val;MmeLenvie;LaNoctiflore;follande;levelb_;jeanpare467;Zorro_justicier;tdechampagn;anouchkacohen;chrisquette;pascal44p;deRati;ntwolfmother;FranDIDIER;Wks_69;douce2franclieu;MdameMichu;CEA055;ldevilloutreys;FleurianeRose;mc_1220;Librevoi;Twystsky;Diderot12;FabienGrech;champ_pignon;nathanou;_politweet;Infrarouge3
297874133,Binouite,1369599235,pour,fredcocharl;Nniina_;HugoTravers;Waspj;mandrake3430;Miawallace888;SVimaire;mic_hug;V_Citizen;bembelly;Tatitedu13
351511437,myricau,1369599234,pour,MagalieHerlem;plarad;GaetanAndrieux
105895223,Karmappa,1369599231,pour,Maga_Mata;Do_56
492979054,luciepaule2275,1369599230,contre,chrisquette;leclanNS;CarretierG;CEA055;legeremilie1;mariette94val;OdetteRichert;fbu_82;Wks_69;MmeLenvie;JeandeRobien;pascal44p;boite_boite;MONBONHEUR1
841455985,sebastienglasso,1369599229,neutre,Wks_69;alanisbj;blaemag;StefanCavers;Patriote_973;AntoineBoyer75;alice13b;pascal44p;aourell29
19148041,tigerymous,1369599227,pour,Languedebip;deuxiemetour;Margochiste_;HeleneFontanaud;GuntherRedal;angelinirodsson;ArethaConnery;ELHistorico7589;fabien_lorch
209999168,SSIAP4,1369599227,contre,piotrmelala;TonyMitchelli66;id261;jeanpare467;aourell29;F_N_88;Fengel11;MdameMichu;_A_Weiss_;BJM781;StefanCavers
37643770,Bitchy_Boys,1369599224,pour,BlablaDeGauche;latruelle;vio_Official;pouceopposable;TorrideFL;sarmcdonnell;laurent4485;abbeamar;Pridemap;V_Citizen
377915090,aourell29,1369599220,contre,QChillou;ntwolfmother;deuxiemetour;_A_Weiss_;alanisbj;Fengel11;catene06;mc_1220;Lebenado;Infrarouge3;levelb_;TonyMitchelli66;sebastienglasso;jeanpare467;Patriote_973;fbu_82;piotrmelala;Diderot12;SSIAP4;Wks_69;pascal44p;Spidercauchois;FabienGrech;BJM781;StefanCavers
524312432,mariette94val,1369599219,contre,Bruhlmann;robertsoizic;simplythe13;PhilU_2;legeremilie1;alice13b;richardwaghorne;ntwolfmother;fbu_82;CarretierG;leclanNS;luciepaule2275;catene06;edensissi;SGouez;OdetteRichert;ArdrB;champ_pignon;JeandeRobien;MmeLenvie;Wks_69;LaNoctiflore;jeanpare467;Librevoi;_politweet;deRati;Zorro_justicier;boite_boite;blaemag;anouchkacohen;FranDIDIER;CEA055;Diderot12;Jerem_MD;Twystsky;chrisquette;MONBONHEUR1;pascal44p
1292276934,mandrake3430,1369599217,pour,bonsoirmichel;MarieMarchi;Pierredu19;V_Citizen;ELHistorico7589;icosium59;Bebeuss;_JimmyHenin;Binouite;ludovicbhamon;CitoyennEloOoo;floriandurand3;juannovali;bembelly;GuntherRedal;LetemplierLoic;juls_eve;DiesIraes;laurent4485;Tatitedu13;BriceSylvestre1;BELLEGO5;pascal95;SVimaire;Miawallace888;adia66;ktrinelebreton;coralie1001;ssssandrine;chantalrebelle;BlablaDeGauche;Geekin_20;fredcocharl;CCalmier
117146551,manaufr,1369599215,pour,deuxiemetour;Geekin_20;MarieMarchi;ludovicbhamon;vincny01;monsieurhug;V_Citizen;Nicolasudi62;Patourose;dominiquevin;adia66;Pridemap
478657425,CitoyennEloOoo,1369599215,pour,mandrake3430;Miawallace888;Lloyd__Hopkins;SVimaire;Robespierre2013;Loup_solidaire;Pridemap;bonsoirmichel;pierrerosellini;CabelloMarc;opiamPG;SophiaIfigha;LeBruitLaFureur;Nniina_;coralie1001;Maga_Mata;MortauxCons;futurswing;Bebeuss;adia66;piekowa;Huntynette;MdameMichu;natonhg
85898326,Cebolla92,1369599213,neutre,RomainRossignol;ELHistorico7589;JonBlum
343910079,RomainRossignol,1369599212,neutre,Antoine_Leveque;Cebolla92
>>>>>>> graphes
446679333,AlexisTGF,1369599208,pour,
121861836,AnthonyFouchard,1369599207,neutre,StphaneCariou;CharlesHervis;QChillou;ojim_france;Nniina_;bloomee;bebabessay;vincent_vauclin
464502436,tetunicois,1369599205,pour,OPredhomme;emmarguerite;BlablaDeGauche;MortauxCons;juannovali;tigerymous;mandrake3430;JD_de_Kermadec;patoche84;HAREL22;pouceopposable;BEDINISebastien;mauzemontole;manaufr;Robespierre2013;Tatitedu13;Max_Vess;Pridemap;V_Citizen;MEWJ79;vio_Official;ldevilloutreys;Patourose;dominiquevin;mic_hug;coralie1001;fabien_lorch;monsieurhug;axellelemaire;jarousseau
351981700,2QT_2B_STR8,1369599198,pour,Karmappa;SVimaire;Waspj;Pierredu19;_Nico_;sarmcdonnell;latruelle;Nicolasudi62;pouceopposable;TorrideFL;MANUE_G;manaufr;patoche84;vince1786
117731283,Papyfab,1369599198,pour,CCalmier
554581413,PDumalanede,1369599196,pour,Loup_solidaire;MarieMarchi;icosium59;LetemplierLoic;BrightStar0907;ssssandrine;vincny01;Max_Vess;juannovali;Pridemap;Gervais_F;MEWJ79
211804337,d4v1d_0ff,1369599196,pour,ADAN_Officiel;Pridemap;LetemplierLoic;JD_de_Kermadec
59509957,V_Citizen,1369599191,pour,MarieMarchi;mandrake3430;deuxiemetour;BlablaDeGauche;Miawallace888;sarmcdonnell;JD_de_Kermadec;Binouite;juannovali;manaufr;juls_eve;Pridemap;P_GAGNIERE;Tatitedu13;HugoTravers;adia66;Bitchy_Boys
1273690998,TonyMitchelli66,1369599191,contre,id261;_A_Weiss_;alanisbj;Wks_69;pascal44p;aourell29;BJM781;martin76130
513715474,DiesIraes,1369599191,pour,iCanDoItgirl;juannovali;mandrake3430;Miawallace888;LetemplierLoic;CCalmier;pierrerosellini;Tatitedu13;juls_eve;mic_hug
26105117,Mat_A,1369599188,pour,
<<<<<<< HEAD
250795515,AdriendeMeaux,1369599187,pour,1164176504
1091603312,jeujune,1369599183,contre,494772708;747890929;1106725483;182906244;554485198;971862548;63478646;956038812;988372536;129948456;999252745;192704753;1051076298
163028724,jean_fabrice,1369599182,pour,401290992;366570919;297874133;211804337;946392384;507459476;125207364
9401502,_Nico_,1369599149,pour,557464571;50797195;1187474786;211804337;361752469;313380064;142598572;572136929;269399115;1283884723;401290992;1120655828;105118180;1127243618;117455135;206125363
1187474786,ADAN_Officiel,1369599146,pour,498263857;30979415;456917253;114675553;557464571;572098981;210370180;1292276934;17871187;1064244859;105895223;376107351;282056619;31077839;303154397;299190831;574710648;21302947;49728863;361752469;193045025;1127243618;30709938;537477494;17567021;434837450;152206367;59509957;297874133;366570919;458806722;269399115;462258095;36735292;248801391;427277574;9401502;359422134;1283884723;63832723;572136929;256201423;1120655828;135487277;1281026822;105118180;37643770;540849537;1164176504;19064222;48484744;378070152;494129264;117455135;299760936;56407337;351511437;37642453;206125363;120007623;313380064;1027248156;117146551;211804337;1145995544;47336512;298426715;114073151;547957320;142598572;446679333;19148041;50797195;485915695;401290992
269809161,David_vanH,1369599139,contre,514288085;1068828068;444039081;477778623;1091603312;1083323934;799253460;252552050;988372536;88462044
507459476,ArethaConnery,1369599138,pour,114675553;297874133;108289814;248801391;513715474;20191250;211804337;47336512;36191393;1120655828;1127243618;1187474786;1144938307;114073151;1064244859;401290992;49728863;19148041;331286051;427277574;47706812;284085035;163028724;135487277;226889077
18973578,GeorgesBerger,1369599137,contre,554485198;508752598;340556130
152206367,Aurelien2b6,1369599136,pour,301853897;36735292;137855621
463786592,jeresiste92,1369599136,contre,554485198;137370532;988372536;554843376;493016406;788996941;124232644;51130368;485917030;514288085;476098647;302906057;455692100;508752598;391539340;494120149
288991803,BJM781,1369599133,contre,1083323934;256988281;96237379;1032587216;1273690998;494037039;1068828068;915287179;758032711;547420730;36191393;129948456;485917030;279872903;377915090;312888560;567891799;209999168;477778623;233832476
580843991,FO_Giesbert,1369599133,pour,108289814;401290992;105895223;1378217570;391539340;462258095;550846511;841455985;9401502;343030340;1120655828;1292276934;376107351;492979054;308721132;485917030;1064244859;359422134;50797195;206125363;210370180;253312786;117146551;192704753;478657425
40301992,nanotousch,1369599123,neutre,1281026822;22416221;462258095;1357804986;562422413;346426848;83412210;278063562;604704562;273408439;524240651;373973181;18125180;191008573;197063362;340775394
129948456,Diderot12,1369599123,contre,449285966;1157290465;494772708;1106725483;568534007;1163967229;1315455853;130626642;266653766;256988281;1091603312;120609202;1068828068;1032587216;494037039;555554262;391539340;758032711;114775729;592823197;915287179;493031776;377915090;547420730;455692100;524312432;637259252;36191393;746000443;514288085;554485198;788996941;137370532;312888560;567891799;610906968;288991803;302906057;581070678;485917030;526834453;279872903;494120149
84872249,AndyCBD,1369599122,pour,37642453;431849483;455692100
124232644,RomainGuyard,1369599121,contre,493031776;492969763;581070678;312888560;197063362;493016406;476098647;494120149;568534007;302906057
471659724,hennaJo,1369599121,neutre,590003661;434462618
526834453,Jamiedu54,1369599118,contre,492969763;568534007;581070678;592823197;493016406;455692100;114775729;476098647;514288085;554485198;746000443;214123881;83206603;302906057;129948456;312888560;494120149
1283884723,latruelle,1369599114,pour,444806820;248801391;1281026822;299760936;206125363;37643770;1187474786;365438321;117455135;946392384;547957320;401290992;9401502;211804337;142598572;361752469;630165516;351981700;1127243618;18125180
106686430,AubeActu,1369599109,contre,554843376;302906057;83412210;494120149
391539340,MmeLenvie,1369599106,contre,1150789543;1378388058;1357804986;256988281;1083323934;570962113;1134367200;365438321;361995292;266653766;999587480;394765835;956038812;96237379;137370532;637259252;17400044;492969763;312888560;971862548;130626642;581070678;999252745;554843376;494037039;555554262;747890929;126787904;129948456;114775729;1068828068;841455985;459952550;1157290465;499297785;1091603312;988372536;436846029;33908285;915287179;278223385;628126313;210370180;1001768100;758032711;929996576;120007623;560991444;547420730
394765835,MontChauve,1369599106,contre,129948456;514288085;915287179;758032711;279872903;197063362;485917030;494120149
712275560,DewallensGaby,1369599100,contre,476098647;758032711
522477178,MortauxCons,1369599095,pour,1378217570;381184790;1064244859;535518932;478657425;562422413;28775453
36735292,BEDINISebastien,1369599094,pour,134179437;1145995544;253312786;464502436;1092108078;312307608;152206367;48484744;431849483;82313419;37642453;284085035;333399010;47336512;17871187
92417087,JohanBENAZZOUZ,1369599089,neutre,75584215
164807164,PlacideSauvage,1369599089,pour,17420789;284085035
120865840,Elisa6666,1369599082,neutre,595866006
477778623,_A_Weiss_,1369599081,contre,377915090;256988281;96237379;1068828068;1273690998;554485198;312888560;547420730;288991803;192704753;209999168;49728863
747890929,ArdrB,1369599081,contre,494037039;1091603312;494772708;499297785;256988281;302906057;758032711;1051076298;192704753;391539340;524312432;36191393;554485198;137370532
489310581,JeanMarcVILLER,1369599071,contre,1068828068;444039081;494037039;129948456;822043453;1091603312;581070678;192704753;956038812;197063362
317027524,JoyYsf,1369599065,pour,434462618
159090275,Philippedecamps,1369599062,pour,849426162;346426848;56325215;19234625
494120149,MdameMichu,1369599062,contre,554485198;822043453;1150789543;431849483;1381953745;494129264;1357804986;1134367200;126787904;1163967229;331676157;1068828068;343910079;266653766;971862548;492969763;1273690998;478058571;1035071400;1120655828;130626642;560991444;555554262;747890929;361995292;137370532;494037039;592823197
186647026,leanfe4,1369599061,neutre,193045025
368638481,PtitsPois,1369599059,pour,376786245
1145995544,pouceopposable,1369599058,pour,482001124;1144938307;117407454;361410207;28775453;1378217570;30709938;1389542826;1292276934;142598572;120609202;197546958;1120655828;117455135;547957320;56407337;210370180;434837450;299760936;1027248156;1127243618;333399010;114082221;313380064;312307608;630165516;946392384
=======
250795515,AdriendeMeaux,1369599187,pour,BrightStar0907
1091603312,jeujune,1369599183,contre,follande;ArdrB;robertsoizic;ABMauger;Wks_69;edensissi;fandetv;NiqueTonParent2;Zorro_justicier;Diderot12;FrancoiseCaron;ldevilloutreys;faquest
163028724,jean_fabrice,1369599182,pour,Waspj;brunosarrodet;Binouite;d4v1d_0ff;Pridemap;ArethaConnery;chantalrebelle
9401502,_Nico_,1369599149,pour,MarieMarchi;Geekin_20;ADAN_Officiel;d4v1d_0ff;JD_de_Kermadec;sanmel35;Yasmilady;vio_Official;Nicolasudi62;latruelle;Waspj;vincny01;patoche84;TorrideFL;sarmcdonnell;MANUE_G
1187474786,ADAN_Officiel,1369599146,pour,_gallo_pinto_;fabien_lorch;SylvieTolmont;icosium59;MarieMarchi;cathy6811;laurent4485;mandrake3430;dombouissou;SVimaire;Karmappa;angelinirodsson;BastienHo;ChrisMichelFr;reidoth;StphaneCariou;Tatitedu13;PierreKanuty;Do_56;JD_de_Kermadec;aymordi;TorrideFL;ludovicbhamon;Phil_Hauss;jarousseau;CCalmier;Aurelien2b6;V_Citizen;Binouite;brunosarrodet;piekowa;Nicolasudi62;ainsivalinfo;BEDINISebastien;SparkleToEscape;Loup_solidaire;_Nico_;Anonyme_curieux;latruelle;ELHistorico7589;vio_Official;AnaisDlb;vincny01;1CaptainTsubasa;_JimmyHenin;patoche84;Bitchy_Boys;CClement_2012;BrightStar0907;iCanDoItgirl;C__T__W;fabricemucci;MagalieHerlem;sarmcdonnell;fredcocharl;benedicteliesse;myricau;vit_leo;MANUE_G;BlablaDeGauche;sanmel35;ktrinelebreton;manaufr;d4v1d_0ff;pouceopposable;Amk84000;p_brun;AFredo31000;mauzemontole;Yasmilady;AlexisTGF;tigerymous;Geekin_20;Languedebip;Waspj
269809161,David_vanH,1369599139,contre,Librevoi;levelb_;CBrousset;_A_Weiss_;jeujune;LoeizRoul;NouvelArbitre;martin76130;Zorro_justicier;Samuel_Lafont
507459476,ArethaConnery,1369599138,pour,icosium59;Binouite;Tortoyse;SparkleToEscape;DiesIraes;zeyesnidzeno;d4v1d_0ff;Amk84000;Infrarouge3;vincny01;TorrideFL;ADAN_Officiel;FreezPakAuChoco;AFredo31000;SVimaire;Waspj;Do_56;tigerymous;BukIsGod;Loup_solidaire;jgiovannoni;Zozote_Niki;jean_fabrice;1CaptainTsubasa;E_Mehdi
18973578,GeorgesBerger,1369599137,contre,Wks_69;mc_1220;Lennyclerck
152206367,Aurelien2b6,1369599136,pour,juls_eve;BEDINISebastien;nathalieaudin
463786592,jeresiste92,1369599136,contre,Wks_69;pascal44p;Zorro_justicier;deuxiemetour;chrisquette;Fromzegulag;RomainGuyard;nathanou;FabienGrech;Librevoi;CEA055;Twystsky;FranDIDIER;mc_1220;MmeLenvie;MdameMichu
288991803,BJM781,1369599133,contre,LoeizRoul;richardwaghorne;Lebenado;id261;TonyMitchelli66;CarretierG;levelb_;jeanpare467;fbu_82;tdechampagn;Infrarouge3;Diderot12;FabienGrech;StefanCavers;aourell29;anouchkacohen;piotrmelala;SSIAP4;_A_Weiss_;Fengel11
580843991,FO_Giesbert,1369599133,pour,Tortoyse;Waspj;Karmappa;Miawallace888;MmeLenvie;ainsivalinfo;MathieuDurquety;sebastienglasso;_Nico_;wagihe2012;vincny01;mandrake3430;angelinirodsson;luciepaule2275;pierrerosellini;FabienGrech;SVimaire;Anonyme_curieux;Geekin_20;MANUE_G;laurent4485;Willy_Rovelli;manaufr;ldevilloutreys;CitoyennEloOoo
40301992,nanotousch,1369599123,neutre,_JimmyHenin;TristanQM;ainsivalinfo;leclanNS;futurswing;marcvama;xavmonty;olivierdussopt;bonsoirmichel;ChaBahuon;SBelbachir;vince1786;AudeBaron;oliviersiou1;champ_pignon;Antoine_Leveque
129948456,Diderot12,1369599123,contre,alanisbj;ObjectifDroite;follande;robertsoizic;LaNoctiflore;manifpourtous25;floriandurand3;alice13b;catene06;richardwaghorne;jeujune;HAREL22;levelb_;id261;CarretierG;boite_boite;MmeLenvie;fbu_82;_politweet;MONBONHEUR1;jeanpare467;ntwolfmother;aourell29;tdechampagn;FranDIDIER;mariette94val;TheOccitan;Infrarouge3;FleurianeRose;Librevoi;Wks_69;Fromzegulag;pascal44p;anouchkacohen;piotrmelala;JeandeRobien;BJM781;Twystsky;blaemag;FabienGrech;Jamiedu54;StefanCavers;MdameMichu
84872249,AndyCBD,1369599122,pour,vit_leo;ThibaultGential;FranDIDIER
124232644,RomainGuyard,1369599121,contre,ntwolfmother;simplythe13;blaemag;anouchkacohen;champ_pignon;chrisquette;CEA055;MdameMichu;LaNoctiflore;Twystsky
471659724,hennaJo,1369599121,neutre,caro_caron;onefrombelgium
526834453,Jamiedu54,1369599118,contre,simplythe13;LaNoctiflore;blaemag;MONBONHEUR1;chrisquette;FranDIDIER;_politweet;CEA055;Librevoi;Wks_69;FleurianeRose;PhilU_2;Spidercauchois;Twystsky;Diderot12;anouchkacohen;MdameMichu
1283884723,latruelle,1369599114,pour,OPredhomme;SparkleToEscape;_JimmyHenin;fredcocharl;MANUE_G;Bitchy_Boys;ADAN_Officiel;Romain_FO;sarmcdonnell;Pridemap;mauzemontole;Waspj;_Nico_;d4v1d_0ff;Yasmilady;JD_de_Kermadec;Pierredu19;2QT_2B_STR8;TorrideFL;AudeBaron
106686430,AubeActu,1369599109,contre,deuxiemetour;Twystsky;xavmonty;MdameMichu
391539340,MmeLenvie,1369599106,contre,CrazyIndoMonkey;AntoineBoyer75;leclanNS;richardwaghorne;LoeizRoul;OdetteRichert;Yasmineeeech;Romain_FO;Jerem_MD;catene06;legeremilie1;MontChauve;NiqueTonParent2;Lebenado;pascal44p;TheOccitan;teppdude;simplythe13;anouchkacohen;edensissi;alice13b;blaemag;FrancoiseCaron;deuxiemetour;CarretierG;boite_boite;ArdrB;gala444;Diderot12;_politweet;levelb_;sebastienglasso;SGouez;ObjectifDroite;BabeWatin;jeujune;Zorro_justicier;erayeye;rambaux;jeanpare467;abbeamar;deRati;laurent4485;NaregKn;fbu_82;karavage69;BlablaDeGauche;vandemeulebrou;tdechampagn
394765835,MontChauve,1369599106,contre,Diderot12;Librevoi;jeanpare467;fbu_82;StefanCavers;champ_pignon;FabienGrech;MdameMichu
712275560,DewallensGaby,1369599100,contre,CEA055;fbu_82
522477178,MortauxCons,1369599095,pour,Miawallace888;Bebeuss;SVimaire;LeBruitLaFureur;CitoyennEloOoo;futurswing;mic_hug
36735292,BEDINISebastien,1369599094,pour,Glambertaccroes;pouceopposable;Willy_Rovelli;tetunicois;manifpourtous83;Max_Vess;Aurelien2b6;C__T__W;ThibaultGential;mahorchiche;vit_leo;Zozote_Niki;BriceSylvestre1;Amk84000;dombouissou
92417087,JohanBENAZZOUZ,1369599089,neutre,plarad
164807164,PlacideSauvage,1369599089,pour,GaetanAndrieux;Zozote_Niki
120865840,Elisa6666,1369599082,neutre,coralie1001
477778623,_A_Weiss_,1369599081,contre,aourell29;richardwaghorne;Lebenado;levelb_;TonyMitchelli66;Wks_69;anouchkacohen;tdechampagn;BJM781;ldevilloutreys;SSIAP4;Do_56
747890929,ArdrB,1369599081,contre,CarretierG;jeujune;follande;BabeWatin;richardwaghorne;Twystsky;fbu_82;faquest;ldevilloutreys;MmeLenvie;mariette94val;Infrarouge3;Wks_69;pascal44p
489310581,JeanMarcVILLER,1369599071,contre,levelb_;CBrousset;CarretierG;Diderot12;acrimo;jeujune;blaemag;ldevilloutreys;NiqueTonParent2;champ_pignon
317027524,JoyYsf,1369599065,pour,onefrombelgium
159090275,Philippedecamps,1369599062,pour,GHulsens;marcvama;MathLOFF;pocket_pau
494120149,MdameMichu,1369599062,contre,Wks_69;acrimo;CrazyIndoMonkey;ThibaultGential;Le_Reel;MagalieHerlem;leclanNS;Yasmineeeech;gala444;manifpourtous25;FranckDebeaud;levelb_;RomainRossignol;catene06;edensissi;simplythe13;TonyMitchelli66;HAMONVIR;justweetyme;vincny01;alice13b;vandemeulebrou;boite_boite;ArdrB;Jerem_MD;pascal44p;CarretierG;MONBONHEUR1
186647026,leanfe4,1369599061,neutre,aymordi
368638481,PtitsPois,1369599059,pour,Patourose
