494378249,taxandco,685
1370329748,EsperanceParis,602
300314836,ARossigneux,689
519853089,Votecentral,548
226195866,AlainLaforest,6262
601002151,alix95fr,1902
216666410,claudia_v_,1032
606641767,huguesdelestre,811
46775077,FredericSays,4532
50748968,CDestracque,1722
364525196,martinpaugam,1738
720304159,ArlPzn,503
21216960,sazkiddie,970
41893606,MuseesMontreal,7611
408398312,BrunoRetailleau,4687
833728339,Ell1sBell,580
13339372,Doespirito,1285
105103338,gregory_boyer,605
20773587,slasherfun,520
634420834,Trompecouillon,2562
972532633,HospesHostis,732
459219198,thibauddP,2027
119876963,Gabrielheritier,587
856070256,Dune_douce,534
115086169,WEBINDEP,4403
52686210,CaroRiffault,1261
119871108,Moi_Ju,550
215972662,nsmati,1322
575652388,gonzagmalherbe,582
278190419,mathdenel,1243
36182000,grandludo,5498
1368863274,hdebonnevolonte,882
198095537,Shamayim2,1177
607722763,ZbulonP,774
621819206,Lebureaucentral,779
480535865,jimmy_paris,1633
380373029,phgosselin,2997
300395254,ChriScary34,1537
19064287,Resistance2017,958
43311507,OrpheaBlog,1208
210526018,aquinus,1086
476142876,ArianaMirand4,536
91104919,laparoleaudroit,2708
84262340,guidegay,2009
525733281,aconstant92,657
581299528,AnnedeZelle,585
459880868,SPN93,1748
323321519,enklask,1382
14891174,L_altro,1643
1004758482,saintyves26,844
283549035,CyrilleCOLLIN,647
386966557,Marcelcomics,1313
310304924,decasabianca,658
482792339,MarieMargaux1,943
93690629,El_osezno,1129
90984732,Thefashioncloud,3859
594522343,Tsipora777,527
382217890,lllecice,1730
572635634,cyrnea2b,502
93380599,tatou752,933
45515193,fdamerval,684
827430223,steph56Breiz,534
19379616,MatGrapeloup,919
49958385,robinsonenville,560
163549137,luimayme,692
53798973,GaspardGlanz,766
236297113,Khamousss,2817
394902485,_Fafa77,590
103506356,Erik_Michel,642
613664290,morpheus_neo,1044
57732899,LesNews,251414
1241575062,JokerVert,513
101202244,cleamounette,2020
552753487,amlhostis,893
1003304646,cutesmilingcat,548
329794347,SabineMaldague,744
13321202,gkierzek,739
177166975,denislaurent33,1076
47080825,jeymer,1389
24359911,pieterdenijs,643
17679623,aliciabx,1387
276112778,FrkGuiot,2787
177633279,bretonyc,660
572589327,bernathalem,531
5867842,stefandevries,4871
234742227,DavidGBoo,1745
788850870,93_220,733
358111415,PumpkinNoucki,711
43891349,Sclark14,594
43301934,petimiti,982
570946866,ljpolitique,848
15848481,hadrienl,641
380876523,JeanDuma1,581
447236162,DesireeMcCnn,1228
19411258,nicohaeringer,972
519045138,PhAix,623
305550804,mercredi_c_papa,1787
588968222,albatrospaille7,1580
313264829,paul_denton,756
458091457,sboyer17,505
616985320,FrancaisdItalie,2948
82199471,Yan__EL,1771
313826027,yzachris,791
294521362,POKE_HER_FESSES,1414
48131824,kate_mandou,749
510700548,claudine123456,911
124187186,nicodomenach,71478
1173289080,Alfvahe,1015
738508316,stef78ouest,1469
69335115,JackyMAJDA,973
348211680,Lauren_Ltn,1193
573077367,sarahsalagas,625
47769769,moonlight1220,570
560246970,DieYoungBiatch,2617
154243977,toutal91,1236
46089281,Tydax,688
250855398,HubertNathalie,1604
254100886,noeschlachter,602
574604672,es5767,1149
464804533,NasNacera,925
402223330,FrDesouche,4422
244120194,Pierre_Gajan,579
79221731,yanngalut,5570
875696023,LaManifPourTous,19838
222745755,Claire_ment_,826
956904288,Milenaotropique,688
85040540,geoffroyboulard,1149
194238132,antoinegenton,529
868159393,Tzar54,891
35454634,Zestryon,2305
39336628,Catmenteen,553
257609533,Anti_Nanti,9536
214134466,tv5monde_irl,553
553401650,elisaou750,1859
1000272128,berlusconi2013,58446
492258012,PierreSoetaert,815
294215708,InesFelton,1039
459459518,agathe291,639
711295860,NMolieres,1003
160669314,QUEEN_Pinky_972,1340
1366015800,Veilleurs13,501
79161236,jeremy_kohlmann,660
45342174,MatthieuNOLA,616
89507852,LaTarzanne,2097
41143715,cedenayer,796
25821664,extermin_ate,505
187961124,JulienBobbyG,887
1088478440,ReferendumPT,878
276901578,loaketienne,1208
736880372,FinDesTemps,1334
485505777,Bassounov,2908
6351452,amaury,950
552102831,iam_milao,916
462425418,Trystella,1907
29219266,ericnahon,1264
232452699,rbouchereau,731
73359564,radicallibre77,724
353028791,JM_Proust,1098
3639301,pegobry,6638
106126336,KnightOfParis,631
404102161,PaulAlexandre_M,1061
1057032414,GaucheForte,2310
147625273,Languedeuxpute,15357
43523217,ThisIsLoic,568
81814591,AD_AFNEUS,508
14465685,_FChartier_,594
248376917,jesvalme,4624
499699049,Chani_Bayle,645
726156542,KarimZiady,634
