524312432,565424442;241659010;1106725483;492969763;214123881;999587480;130626642;256988281;493031776;758032711;494037039;1357804986;492979054;266653766;971862548;459952550;570962113;747890929;197063362;610906968;391539340;554485198;568534007;472120082;915287179;514288085;114775729;628126313;988372536;555554262;581070678;312888560;455692100;763178671;476098647;129948456;96138456;361995292;776797585;302906057;493016406;592823197;137370532
1292276934,604704562;557464571;630165516;59509957;238162366;714997424;63832723;114675553;381184790;1281026822;297874133;30709938;478657425;1315455853;992159581;28666886;187260157;1389542826;301853897;513715474;210370180;574710648;333399010;482001124;43607022;1064244859;1378217570;563629676;84204116;1027248156;433486563;106112369;595866006;114082221;125207364;120007623;452097865;50797195;299760936;434837450
117146551,554843376;50797195;557464571;30709938;1120655828;235910137;91534334;59509957;269399115;474316779;376786245;40639652;84204116;946392384
478657425,1292276934;1378217570;370932257;1064244859;452097865;827131363;15353074;427277574;235910137;946392384;604704562;308721132;927946430;854662140;222277722;535518932;299018689;595866006;380841357;522477178;562422413;381184790;84204116;458806722;85575657;494120149;474316779;87377688
85898326,343910079;63832723;5610642
343910079,340775394;85898326
446679333,15353074
121861836,299190831;110186782;197535822;609416896;299018689;24898882;144247696;249091144
464502436,444806820;964239906;120007623;522477178;992159581;19148041;1292276934;361752469;105118180;120609202;1145995544;36735292;547957320;573655381;117146551;827131363;574710648;312307608;946392384;59509957;523264165;572136929;192704753;376786245;40639652;28775453;595866006;113861790;30979415;91534334;116063765;17567021;17682385
351981700,105895223;1064244859;201823117;401290992;630165516;9401502;117455135;1283884723;9283232;106112369;269399115;1145995544;1127243618;206125363;117146551;105118180;373973181
117731283,434837450
554581413,427277574;557464571;114675553;1389542826;1164176504;114082221;1120655828;312307608;992159581;946392384;563629676;384576997;523264165
211804337,1187474786;946392384;1389542826;361752469;1146205688
59509957,557464571;1292276934;59433520;554843376;120007623;1378217570;117455135;361752469;297874133;992159581;117146551;714997424;301853897;946392384;201823117;610095565;574710648;53336284;84204116;37643770
1273690998,1032587216;477778623;449285966;554485198;137370532;377915090;288991803;252552050
513715474,19064222;992159581;1292276934;1378217570;1389542826;434837450;235910137;308721132;574710648;301853897;28775453
26105117,121381154
250795515,1164176504
636477992,
1091603312,494772708;747890929;472120082;1106725483;182906244;554485198;971862548;63478646;956038812;988372536;129948456;999252745;192704753;1051076298;763178671
163028724,15353074;401290992;366570919;297874133;211804337;946392384;507459476;125207364
9401502,557464571;50797195;1187474786;211804337;361752469;313380064;142598572;572136929;106112369;269399115;1283884723;401290992;1146205688;1120655828;105118180;1127243618;117455135;206125363
1187474786,498263857;30979415;456917253;114675553;557464571;572098981;210370180;1292276934;17871187;1064244859;59433520;9283232;105895223;376107351;282056619;714997424;31077839;303154397;299190831;574710648;21302947;106112369;49728863;361752469;193045025;1127243618;30709938;537477494;235910137;17567021;167495274;434837450;152206367;59509957;297874133;366570919;458806722;269399115;462258095;36735292;248801391;427277574;9401502;359422134;1283884723;201823117;63832723;572136929;203076575;256201423;1120655828;135487277;1281026822;105118180;37643770;540849537;1164176504;19064222;48484744;378070152;494129264;117455135;299760936;56407337;351511437;37642453;206125363;120007623;313380064;1027248156;117146551;211804337;1145995544;47336512;298426715;345938366;1146205688;114073151;547957320;142598572;446679333;19148041;50797195;485915695;401290992
269809161,514288085;1068828068;444039081;477778623;1091603312;1083323934;799253460;252552050;988372536;88462044
507459476,114675553;297874133;108289814;248801391;57908699;513715474;20191250;211804337;47336512;36191393;1120655828;1127243618;1187474786;1144938307;114073151;1064244859;1146205688;401290992;49728863;19148041;33179844;331286051;427277574;47706812;19062473;284085035;163028724;135487277;226889077
18973578,554485198;508752598;340556130
152206367,301853897;235910137;36735292;137855621
463786592,554485198;137370532;988372536;554843376;493016406;96138456;788996941;124232644;51130368;485917030;514288085;476098647;302906057;455692100;508752598;391539340;494120149
288991803,1083323934;256988281;96237379;1032587216;1273690998;494037039;1068828068;915287179;758032711;547420730;96138456;36191393;597586397;129948456;485917030;279872903;377915090;312888560;567891799;209999168;477778623;233832476
580843991,235910137;108289814;401290992;105895223;1378217570;391539340;462258095;550846511;841455985;9401502;343030340;1120655828;1292276934;376107351;492979054;452097865;308721132;485917030;1064244859;359422134;573655381;50797195;206125363;210370180;253312786;117146551;782119382;192704753;478657425
40301992,1281026822;22416221;462258095;1357804986;562422413;346426848;83412210;278063562;604704562;273408439;524240651;373973181;18125180;191008573;235910137;197063362;340775394
129948456,449285966;1157290465;494772708;1106725483;568534007;17732829;1163967229;1315455853;130626642;472120082;266653766;256988281;171626374;1091603312;120609202;1068828068;1032587216;494037039;555554262;391539340;758032711;114775729;592823197;96138456;915287179;493031776;377915090;547420730;455692100;524312432;637259252;36191393;746000443;514288085;597586397;554485198;788996941;137370532;312888560;567891799;610906968;288991803;302906057;581070678;485917030;526834453;279872903;494120149
84872249,37642453;431849483;455692100
124232644,493031776;492969763;581070678;763178671;312888560;197063362;493016406;476098647;494120149;776797585;568534007;302906057
463098703,
471659724,590003661;434462618
526834453,492969763;568534007;581070678;96138456;592823197;493016406;455692100;114775729;476098647;514288085;554485198;746000443;214123881;83206603;302906057;129948456;312888560;494120149
1283884723,444806820;248801391;1281026822;299760936;206125363;37643770;57908699;235910137;1187474786;365438321;117455135;946392384;547957320;9283232;401290992;9401502;211804337;1146205688;142598572;361752469;106112369;630165516;351981700;1127243618;18125180
106686430,554843376;302906057;83412210;494120149
391539340,1150789543;1378388058;1357804986;256988281;1083323934;570962113;1134367200;365438321;361995292;266653766;999587480;394765835;17732829;956038812;565424442;96237379;714997424;137370532;637259252;17400044;492969763;312888560;971862548;130626642;581070678;1093208600;999252745;554843376;782119382;472120082;494037039;555554262;747890929;126787904;129948456;114775729;1068828068;841455985;459952550;1157290465;499297785;1091603312;988372536;436846029;33908285;915287179;278223385;628126313;210370180;1001768100;758032711;929996576;120007623;560991444;547420730
394765835,129948456;597586397;514288085;915287179;758032711;279872903;197063362;485917030;494120149
712275560,476098647;758032711
522477178,1378217570;381184790;1064244859;535518932;478657425;562422413;28775453
36735292,235910137;134179437;1145995544;253312786;464502436;1092108078;312307608;152206367;48484744;714997424;431849483;82313419;37642453;284085035;113861790;333399010;47336512;17871187
92417087,75584215
164807164,17420789;284085035
120865840,595866006
477778623,377915090;256988281;96237379;1068828068;1273690998;554485198;312888560;547420730;597586397;288991803;192704753;209999168;49728863
747890929,494037039;1091603312;494772708;499297785;256988281;302906057;758032711;1051076298;17732829;192704753;391539340;524312432;36191393;554485198;137370532
489310581,1068828068;444039081;494037039;129948456;822043453;96138456;1091603312;581070678;192704753;956038812;197063362
317027524,434462618
159090275,849426162;118510306;346426848;210739755;56325215;19234625
494120149,554485198;822043453;1150789543;431849483;1381953745;494129264;1357804986;1134367200;126787904;1163967229;331676157;17732829;1068828068;343910079;266653766;971862548;492969763;1273690998;478058571;1035071400;1120655828;130626642;560991444;555554262;747890929;361995292;137370532;494037039;1093208600;592823197
186647026,193045025
368638481,376786245
1145995544,482001124;1144938307;117407454;361410207;28775453;1378217570;30709938;433486563;1389542826;1292276934;142598572;106112369;120609202;197546958;1120655828;117455135;201823117;15353074;547957320;56407337;210370180;434837450;299760936;563629676;1027248156;1127243618;333399010;166148161;114082221;313380064;312307608;630165516;946392384;235910137
469458630,
6890532,166148161;40255988;75584215;31077839;5661312
637259252,524312432;523021274;758032711;171626374;746000443;391539340;610906968;137370532;96138456;592823197;51130368;776797585;114775729;493031776;581070678;476098647;508752598;582116966;361995292;129948456;763178671;302906057;554485198;197063362
208189540,106112369;1145995544;37642453;19148041;312307608
279063860,287333441
197359781,421178097;604704562;7845032;7227522;91534334;595866006;114073151;331286051;434837450;87377688;30921943;249091144;28666886;125207364
604704562,572136929;1027248156;574710648;992159581;1292276934;84204116;28666886;595866006;49728863;331286051;433486563
562422413,28775453;522477178;1027248156;299760936;992159581;84204116;550839581;381184790;299018689;120609202;114675553;434837450;114082221;380841357
378070152,630165516;312307608;1134367200;333399010;308721132;610095565;82313419;197063362;30979415
1083323934,822043453;597586397;554485198;80235962;96237379
43607022,1315455853;554843376;117407454;1144938307;1292276934;595866006;142598572;118122782;946392384
590003661,493438983;1315455853;434837450;471659724
20191250,1292276934;1145995544;1027248156;30979415;494772708;49728863;46642939;19062473;249091144;17682385;235174844;30921943;163028724;40255988;120865840;7627832;11842122;46446811;6241412;15353074;17706796
492969763,746000443;999587480;494037039;526834453;554843376;120609202;1357804986;514288085;1315455853;581070678;524312432;929996576;570962113;130626642;214123881;455692100;971862548;776797585;493031776;476098647;340556130;51130368;610906968;114775729;554485198;763178671;555554262;96138456;302906057;137370532
126787904,279872903;597586397;302906057;171626374;547420730;1068828068;391539340;137370532;554485198;915287179
555554262,1357804986;214123881;51130368;220624837;219397176;493438983;971862548;266653766;492979054;436846029;582116966;492969763;610906968;494772708;494037039;129948456;36191393;493031776;915287179;554485198;137370532;493016406;312888560;197063362;1035071400;746000443;524312432;763178671;96138456;302906057;581070678;532335718;114775729;776797585;476098647;361995292;592823197
284085035,1292276934;84204116;37642453;82313419;117146551;610095565;61782086;434837450;604704562;36735292;333399010;458806722;114073151;53901634
550846511,1027248156;456917253;17420789;21302947
248801391,113861790
299018689,297874133;1315455853;1378217570;433486563;187260157;550839581;992159581;301853897;1064244859;359422134;121861836;478657425;28666886;87377688;535518932;303154397;595866006;574710648;562422413;144247696;308721132;113861790;381184790;380841357;85575657;84204116
431849483,105118180;47336512;120007623;1127243618;37642453;1145995544;84872249;235910137;312307608;36735292;30979415;434837450;284085035;714997424;482001124;308721132;63832723
922973006,956038812;554485198;1163967229;1068828068;950596531;120609202;1051076298;763178671;137370532;63478646;999252745
123214391,
592823197,266653766;222277722;389978629;459952550;444039081;391539340;436846029;1357804986;758032711;1068828068;476098647;971862548;17732829;581070678;565424442;492969763;1273690998;130626642;1157290465;988372536;494037039;493031776;492979054;610906968;514288085;915287179;129948456;524312432;763178671;637259252;788996941;427277574;137370532;51130368;555554262;361995292;455692100;197063362;340556130;96138456;776797585;560991444;493016406;302906057;554485198;312888560;114775729;36191393;494120149
17820489,6241412;241201457
327558364,492969763;433486563;137370532;597586397;1068828068;555554262;83206603;391539340;758032711;51130368;197063362;494120149;592823197;788996941;524312432;485917030;581070678;455692100;493016406
45662302,235910137;433486563;113861790;47336512;152206367;378070152;47706812;333399010;458806722;30979415;19062473;507459476;75584215;219355885;38244333;11632152;226889077;24898882
449285966,129948456;80235962;554843376;758032711;841455985;1032587216;279872903;554485198;915287179;597586397;377915090;1273690998
132491941,46642939;592823197
117138930,
137855621,21302947;152206367
138100844,31077839;146816951;361752469;946392384;105118180;630165516;50797195;1146205688;44578635
547420730,554843376;915287179;1032587216;514288085;126787904;1068828068;610906968;568534007;449256217;597586397;493016406;758032711;788996941;36191393;137370532;554485198;391539340;485917030;96237379;508752598;129948456;288991803;477778623
864949519,554843376
223382695,554843376;494037039;1144938307;758032711;361995292;235910137;114775729;455692100;554485198;137370532;302906057;494120149
281566888,326101186
56407337,235910137;1068828068;1187474786;142598572;401290992;1145995544;22416221;46446811;30709938;37643770;313380064;278063562;264192701;36735292;490589779
63478646,971862548;463786592;822043453;494037039;182906244;597586397;799253460;1381953745;129948456;96138456;532335718;1157290465;436846029;1051076298;266653766;988372536;90894097;17732829;628126313;492969763;489310581;1336054920;922973006;340556130;492979054;999252745;929996576;524312432;1091603312;1130159095;1163967229;1146439224;331676157;555554262;514288085;499297785;472120082;1085464770;581070678;17400044;493016406;746000443;747890929;915287179;493515305;1068828068;560991444;149893981;956038812;197063362;763178671
788996941,568534007;1315455853;241659010;915287179;493435606;96138456;561253885;498747756;592823197;391539340;547420730;494772708;763178671;554485198;340556130;532335718;478058571;129948456;51130368;137370532;312888560;746000443;114775729;327558364;494120149
546985745,
1092108078,1091603312;499297785;1381953745;1068828068;182906244;96237379;524312432;331676157;988372536;129948456;555554262;90894097;747890929;922973006;763178671;1163967229;493016406;1130159095;1085464770;63478646
493031776,493438983;377915090;561253885;124232644;560991444;130626642;524312432;494037039;763178671;565424442;492969763;1035071400;971862548;478058571;492979054;746000443;592823197;758032711;498747756;33908285;129948456;555554262;637259252;302906057;361995292;114675553;476098647;776797585;36191393;18973578;554485198;96138456;391539340;610906968;114775729;581070678;137370532;120609202;252552050;106686430;493016406;83206603;493435606;508752598;514288085;455692100;494772708;493515305;494120149;312888560
7227522,854662140;235910137;197359781;40301992;370932257;30979415;490589779;191008573;166148161;14625354;82313419;464502436;17688298;17682385;46446811;6890532;6241412;43886088;75584215;18125180
333399010,47706812;494129264;301853897;1292276934;1064244859;513715474;114082221;303154397;206125363;19062473;1145995544;299760936;482001124;434837450;36735292;116063765;15353074;114675553;458806722;114073151;284085035;144247696
1315455853,554485198;84204116;574710648;299018689;590003661;43607022;49728863;203076575;434837450;238162366;485915695;114675553;492969763;1032587216;129948456;788996941;595866006
535518932,1292276934;210370180;1378217570;343030340;301853897;433486563;96828919;359422134;1064244859;827131363;120865840;604704562;927946430;478657425;370932257;299018689;222277722;474316779;49728863;714997424;144247696;522477178;380841357;87377688;381184790
219355885,1292276934;992159581
206125363,235910137;604704562;401290992;433486563;1292276934;482001124;630165516;106112369;105118180;1283884723;117146551;9283232;361752469;563629676;49728863;114082221;1127243618;50797195;313380064;9401502;117407454;946392384
114775729,17732829;444039081;597586397;1357804986;214123881;1068828068;130626642;565424442;492969763;266653766;171626374;971862548;1273690998;929996576;36191393;568534007;312888560;560991444;494037039;391539340;459952550;554485198;1157290465;129948456;472120082;493031776;524312432;493435606;302906057;33908285;915287179;340556130;223382695;758032711;149893981;555554262;476098647;637259252;763178671;241659010;96138456;361995292;197063362;526834453;776797585;508752598;592823197;137370532;788996941;570962113;746000443;610906968;581070678;83206603;455692100;494120149;493016406;120609202
490337810,
613788981,361158080
359422134,17420789;142598572;946392384;478657425;106112369;1064244859;299018689
461826069,137370532;171626374;361995292;275179228;394765835;1283884723;365438321;5610642;344592915;106686430
455692100,554485198;494037039;492969763;220624837;915287179;219397176;485917030;610906968;776797585;524312432;129948456;137370532;581070678;197063362;526834453;96138456;223382695;114775729;120609202;568534007;493435606;83206603;493031776;494120149;494772708;312888560;302906057
241659010,476098647;524312432;788996941;971862548;171626374;610906968;114775729
401290992,203076575;297874133;1315455853;57908699;117407454;50797195;28666886;299760936;313380064;992159581;206125363;1389542826;523264165;446679333;714997424;275179228;434837450;105118180;18125180;462258095;1292276934;1127243618;988372536;117455135;547957320;235910137;106112369;630165516;1283884723;361752469;572136929;1187474786;1144938307;1146205688
331286051,1064244859;15353074;197359781;604704562
595866006,106112369;1378217570;21302947;1315455853;714997424;452097865;1389542826;187260157;1120655828;43607022;1292276934;1027248156;992159581;381184790;554485198;458806722;523264165;48484744;312307608;610242039;478657425;433486563;28666886;63832723;120007623;574710648;563629676;380841357;474316779;550839581;114675553;15353074;222277722;49728863;557464571;299018689;427277574;144247696
279872903,788996941;554485198;126787904;747682770;449285966;137370532;96237379;570962113;1068828068;1273690998;1032587216;449256217;841455985;915287179;758032711;394765835;764478506;597586397;288991803;485917030;377915090;129948456;256988281;233832476;88462044;209999168
361158080,613788981
87377688,522477178;359422134;1064244859;827131363;550839581;478657425;299018689;574710648;535518932;381184790;562422413;120037444;380841357
490589779,19064222;361410207;1187474786;854662140;47706812;118122782;56407337;142598572;121381154;28775453;114082221;427277574;434837450;183207275
849426162,1346104482
17871187,557464571;17688298;99245311;116063765;6890532;1145995544;17706796;841455985;299760936;278223385;197063362;609416896;915287179;48484744;747682770;37642453;298426715;433486563;239711705;56407337;120609202;462258095;137855621;113861790;378070152;524240651;22416221;83206603;494129264;166148161;68654204;59509957;17567021;464502436
326101186,376786245;281566888
88462044,365438321;279872903;57908699;764478506;1157290465;256988281;1378388058;499297785;1381953745;129948456;522477178;252552050;492969763;70920002;915287179;83412210;1315455853;40301992;463786592;209999168;444039081;84872249;950596531;17732829;436846029;712275560;799253460;36191393;922973006;494037039;714997424;90894097;105118180;1163967229;822043453;252800491;1051076298;971862548;51130368;1083323934;570962113;1085464770;582116966;327558364;343910079;288991803;592823197;1092108078;331676157;266653766;1146439224;841455985;472120082;763178671;610906968;96237379;138100844;478657425;269809161;747890929;381467710;117455135;782119382;1068828068;63478646;1091603312;1130159095
269399115,1389542826;547957320;376786245;105118180;235910137;9401502;1120655828;1146205688;206125363;1127243618;630165516;421178097;117146551;118122782;946392384;50797195;192704753;5610642
458806722,210370180;1378217570;604704562;1292276934;964239906;433486563;299760936;117146551;206125363;144247696;308721132;595866006;485917030;434837450;113861790;333399010;135487277;63832723;114675553
701586668,880713271
547957320,9401502;210370180;117146551;30709938;1120655828;572136929;365438321;361410207;118122782;1064244859;1144938307;376786245;514288085;269399115;537477494;106112369;433486563;401290992;1164176504;142598572;105118180;361752469;630165516;1145995544;50797195;946392384
570962113,554485198;1106725483;915287179;492969763;391539340;478058571;524312432;514288085;758032711;137370532;485917030;114775729;582116966
251595945,68654204
125207364,1292276934;1064244859;235910137;714997424;19064222;557464571;7627832;113861790;249091144;49728863;120037444;46642939;120865840;163028724;15353074
115093117,557464571;1292276934;278063562;550846511;120037444;572098981;17688298;83880115
112716692,47706812;433486563
799253460,137370532;524312432;129948456;1357804986;1163967229;88462044;1083323934;1381953745;63478646;269809161;1091603312;763178671;1146439224;96237379;472120082;149893981;252552050;561253885;279872903;86542520;493515305;956038812;499297785;17732829;1068828068
746000443,929996576;1157290465;130626642;1068828068;17732829;532335718;436846029;988372536;788996941;444039081;485917030;971862548;492969763;637259252;266653766;493031776;494037039;554485198;83206603;555554262;758032711;361995292;96138456;264565063;312888560;581070678;597586397;763178671;455692100;36191393;129948456;137370532;514288085;476098647;526834453;120609202;493016406;610906968;114775729;302906057;568534007
361995292,130626642;1001768100;560214644;461826069;365438321;391539340;956038812;266653766;610906968;492979054;514288085;63832723;1145995544;494120149;988372536;223382695;129948456;581070678;554843376;137370532;915287179;222277722;476098647;592823197;763178671;508752598;555554262;746000443;776797585;524312432;637259252;493031776;493016406;554485198;197063362;96138456;455692100;340556130;312888560;302906057;114775729
764478506,597586397;1032587216;915287179;96237379;788996941;209999168;279872903
52331565,344784037;105118180;114675553
12948642,88462044;17688298
80235962,493438983;449285966;1091603312;1083323934;567891799;971862548;96237379;1068828068;929996576;1273690998;915287179;493016406;758032711;508752598;149893981;96138456;302906057;597586397;493515305;485917030;455692100;312888560;494772708;209999168;106686430;514288085;279872903
880713271,469458630;701586668
568534007,
11842122,97678155;46386171;33179844
192704753,554485198;241659010;266653766;492969763;822043453;1068828068;1091603312;988372536;493016406;747890929;197063362;90894097;628126313;489310581;950596531;340556130;610906968;477778623;278223385;86542520
373973181,40301992;584882931
365438321,340775394;1378388058;1001768100;361995292;391539340;1283884723;361410207;547957320;461826069;117455135;192704753;399484284
111694745,7627832
906943273,
494129264,351511437;37642453;333399010;21302947
434462618,317027524;471659724;30979415;113861790
15119739,560214644;5610642;91534334
7084742,1283884723;142598572;121381154
999587480,492969763;120609202;302906057;137370532;971862548;524312432;610906968;492979054;554485198;1357804986;476098647;444039081
272461268,610095565;61782086
264192701,597586397;117455135;398844721;595866006;1144938307;96828919;1145995544;235910137;6890532;827131363;705617755;308721132;557464571;21302947;609416896;48484744;135487277;113861790;592823197;550846511;56407337;36735292;284085035
21640730,37642453;166148161;1145995544;30921943;120584165;242382947;33179844;17567021;8720472
252552050,776797585;494037039;1144938307;567891799;524312432;209999168;999252745;922973006;182906244;96828919;964239906;492979054;929996576;33908285;758032711;90894097;747890929;822043453;1130159095;956038812;1357804986;799253460;86542520;96237379;266653766;331676157;499297785;459952550;565424442;130626642;1145995544;1068828068;63478646;1273690998;492969763;436846029;1106725483;1091603312;427277574;746000443;472120082;17400044;915287179;637259252;493515305;1035071400;747682770;788996941
47706812,333399010;370932257;303154397;434837450;117146551;121381154;235910137;581070678;146816951;83206603;49728863
508752598,1357804986;377915090;597586397;18973578;137370532;90894097;971862548;554843376;252552050;36191393;1085464770;547420730;637259252;493016406;476098647;610906968;532335718;581070678;485917030;582116966;391539340;197063362;83206603;444039081;312888560;114775729;455692100;493435606;514288085;494772708;493031776;494120149
375573313,946392384;6241412;84204116
102766650,83880115
194972954,344592915;47336512;37642453
537477494,210370180;1389542826;1027248156;114675553;482001124;275179228;114082221;574710648;117455135;117407454;40639652;30709938;630165516;1120655828;547957320;50797195;946392384
485915695,114082221;19148041;1315455853;573655381;370932257;187260157;56325215;452097865;433486563;572098981;49728863;474316779;554485198;434837450
1144938307,557464571;554843376;299760936;482001124;43607022;574710648;117455135;114082221;135487277;223382695
462258095,1120655828;401290992;782119382;19064222;37642453;301853897;393627660;264192701
1146439224,149893981;1357804986;554485198;988372536;508752598;971862548;340556130;524312432;331676157;1068828068;929996576;956038812;763178671;17732829;1163967229;197063362;747890929;922973006;63478646;499297785;1051076298;472120082;581070678
249091144,915287179;485917030;121861836;464502436;220624837
162764688,523264165
214123881,554843376;763178671;971862548;130626642;266653766;1357804986;524312432;96138456;137370532;492969763;114775729;554485198;444039081;312888560;623005011;476098647;302906057;526834453
19233676,251595945;572098981;5610642;537477494;187260157;522477178;562422413;550846511;434462618;15119739;46151256;381467710;219397176;44578635;37642453;9401502;384576997;17871187;282056619;53336284;264192701;59509957;340775394;1378217570;31077839;135487277;308721132;299190831;117455135;849426162;86054785;573655381;557464571;57908699;121381154;574710648;56407337;297874133;345938366;287333441;30709938;513715474;1292276934;714997424;94788070;114073151;83412210;401290992;1187474786;166148161;7227522;9283232;507459476;105895223;40301992;444806820;48484744;116063765;235910137;370932257;1145995544;30979415;75584215;313380064;120609202;782119382;609416896;19062473;523264165;197063362;272461268;83206603;249152631;584882931;279872903;122934798;117146551;36735292;190634964;120037444;412414921;46446811;373973181;47706812;11842122;524240651;490589779;378070152;14625354;113861790;235174844;457620401
127080148,121381154
992159581,210370180;84204116;114082221;474316779;50797195;1315455853;557464571;401290992;1292276934;513715474;1378217570;120007623;562422413;604704562;219355885;452097865;1389542826;117455135;595866006;108289814;49728863;120609202;106112369;361752469;1120655828;299760936;1027248156;630165516;299018689;301853897;434837450;59509957;28666886;433486563;563629676;380841357;312307608;946392384;554581413;714997424;550839581
47336512,19064222;187260157;53336284;117407454;275179228;84872249;537477494;507459476;106112369;964239906;116063765;1127243618;1144938307;1292276934;401290992;1283884723;206125363;31077839;572136929;376107351;313380064;94788070;462258095;1187474786;117455135;235174844;46642939;9401502;595866006;203076575;1120655828;287333441;105118180;1145995544;308721132;361752469;1146205688;431849483;1064244859;370932257;9283232;298426715;211804337;299760936;210370180;269399115;166148161;193045025;138100844;48484744;19148041;121381154;312307608;235910137;433486563;456917253;167495274;714997424;610095565;17871187;557464571;523264165;142598572;120037444;45662302;375573313;194972954;524240651;30979415;378070152;490589779;82313419;19062473;494129264;340775394;137855621;152206367;22416221;114073151;264192701;37642453;249091144;278063562;120865840;113861790;36735292
705617755,31077839
312888560,554485198;130626642;568534007;444039081;971862548;988372536;1357804986;266653766;1068828068;137370532;114775729;494037039;1145995544;758032711;915287179;763178671;498747756;788996941;214123881;581070678;555554262;776797585;288991803;124232644;361995292;197063362;90894097;493016406;592823197;524312432;129948456;36191393;18973578;340556130;746000443;610906968;96138456;51130368;597586397;582116966;485917030;476098647;391539340;120609202;532335718;478058571;508752598;493435606;526834453;83206603;514288085;493031776;455692100;494772708;494120149;302906057
183207275,1064244859;47706812;434837450;142598572;490589779;146816951
370932257,114675553;485915695;474316779;478657425;120609202;827131363;535518932
1127243618,376786245;47336512;1389542826;434837450;15353074;235910137;401290992;106112369;1283884723;1146205688;1120655828;361752469;630165516;206125363;1145995544;117455135;37643770;946392384
493515305,327558364;489310581;391539340;1381953745;1068828068;182906244;197063362;581070678;763178671;508752598;532335718;922973006;799253460;628126313;499297785;1130159095;988372536;1163967229;1091603312;956038812;472120082;63478646;1085464770;493016406;1092108078;560991444;149893981;278223385;331676157;88462044;490589779;493031776
182906244,493016406;63478646;137370532;1051076298;763178671;1130159095;1083323934;494120149;88462044
381184790,235910137;1315455853;1292276934;210370180;522477178;1378217570;1064244859;96828919;359422134;343030340;595866006;1127243618;714997424;604704562;301853897;927946430;30979415;380841357;87377688;574710648;562422413;535518932;434837450;113861790;299018689;478657425
137370532,1281026822;461826069;463786592;950596531;182906244;256988281;222277722;459952550;327558364;999587480;592823197;120609202;485917030;214123881;1357804986;1378388058;554843376;508752598;36191393;499297785;922973006;565424442;130626642;266653766;17732829;391539340;971862548;1273690998;1032587216;999252745;1106725483;312888560;492979054;554485198;299831200;929996576;841455985;747890929;17400044;126787904;494037039;472120082;1068828068;915287179;610906968;555554262;361995292;758032711;637259252;340556130;476098647;568534007;492969763;547420730;763178671;455692100;561253885;523021274;478058571;524312432;746000443;776797585;514288085;532335718;223382695;129948456;114775729;788996941;570962113;96138456;444039081;377915090;83206603;581070678;493016406;302906057;493031776
193045025,282056619;17420789;186647026;946392384
